Tip,Paylaşım
Negatif,fahişe görmek istiyorsan aynaya bak 
Negatif,gercek sosyopat psikopat insanlarsiniz ahlaksiz olmakla yetinmiyor ahlak kavramini fahise yapiyorsunuz bunu yememizi bekliyorsunuz zor sartlarda hayata tutunan basarili olan kadinin hakkini yiyorsunuz orospular sizi 
Negatif,dedikodu yapmayı yalan söylemeyi kahpelik yapmayı ortalık orospusu küçük pipili bir fahişe olmayı ibne olmayı seviyorum 
Negatif,günaydın masallar yazılmış olsaydı gepto pinokyo nun burnunu çüküne monte ederdi pamuk prenses fahişe çıkardı rapunzel in saçları dökülür kemoterapilerde polyanna acıdan ölür kibritçi kız uyuşturucu satmaktan narkotik şube işkenceyle sorgulananıyor olurdu 
Negatif,çılgın azgın bir fahişe of 
Negatif,allah senin belanı versin kevaşe sürtük uluslararası fahişe 
Negatif,samiltayyar parayı verene gidenlere fahişe diyorlar biliyorum 
Negatif,sevişti bir bakir le bakire erkeğe milli dediler kadına fahişe işte burası 
Negatif,yabanci kadinlara fahise orospu bir gecelik kadin gozu bakan musluman erkek tipolojisi islami ogretinin gelenegin bir sonucudur dedelerimizin dedeleri icin gayri muslim kadinlar cariye odalik idi 
Negatif,kardeşimi zengin piç ortamlarda oruspu kaşar yapacak kişiler arıyorum ensest gavat pezevenk bakire lezbiyen kaşar sınırsız travesti pasif hamile sex sınırsız sex sınırsız kadın yapımcı yönetmen film olgun olgun fahişe köle cuckold evli çift porno sapık escort sex 
Negatif,kafamda iyi bi mahalle filmi kadrosu var ağır roman tane fahişe rolü ana demet akbağ tai fahişe kadrosu özgü namal demet evgar vildan atasever nurgül yeşilçay defne kayalar hazar ergüçlü esra dermancıoğlu böyle böyle kişilik bi kadro var kafamda 
Negatif,ruhun fahişe bedenin bakire davul patlamamış tokmağın dokunmadığı yer kalmamış 
Negatif,dolandırıcı şerefsiz kadın kimse inanmasın aşşağılık yaratığa yer söylüyor gidince hesaba para at diyor adi fahişe 
Negatif,şiddet uyguladı ceza olarak ylık izne gönderildi urfa suriyeli çobanı türkçe konuş yoksa seni öldürürüm 
Negatif,elimde olsa boğarak öldürürüm seni tek bir göz yaşı dökmeden 
Negatif,sen demeye çalışıyorsun seni öldürürüm bak gülmekten adam ol aklını alırım 
Negatif,beyaz mercedes jeepliler beynim yok baba parası çekil önümden üstüne çıkarım ölmen umrumda değil siyah mercedes çalışarak alınterimle aldım seni kendimi sakınırım doblo beynim param yok seni kendimi öldürürüm symbol usta şoförüm param yok 
Negatif,askım seni sobeleyeni öldürürüm 
Negatif,seni öldürürüm bak demek lan giyinik fotoğrafımız yok ozmn çıplak fotoğraflarınızı sal aşkım 
Negatif,önüne bak sana bile olursa seni öldürürüm 
Negatif,usopindo benden inatçı öldürürüm seni akşama kadar böyle devam eder 
Negatif,şaka maka öldürürüm seni atarsan 
Negatif,rabia intihar edersen seni öldürürüm förldşd 
Negatif,seni öldürürüm 
Negatif,bak önce sikis var dediler okudum hüsran çıktı aman diyim öldürürüm seni skcmdm 
Negatif,yaklaşık kişiden oluşan gruptan asker hakkında şüpheleri vardır onların kendisine karşı darbe yapacağını düşünür kişiden birini sahneye çağırır bana yapacağın komployu anlat der asker şaşırır sdam anlatmazsan seni aileni öldürürüm der 
Negatif,seni öldürürüm jojukk 
Negatif,mehtapbozaslan çağrı karışma lan kıza seni öldürürüm 
Negatif,öldürürüm seni köpekk yılan 
Negatif,kkablanc ateş sonerse seni öldürürüm 
Negatif,ölürsem öldürürüm seni cadaxcaca 
Pozitif,seni severek öldürürüm 
Negatif,seni öldürürüm güzel burun 
Negatif,öldürürüm seni köpekk yılan 
Negatif,öldürürüm seni biliyosun dimii 
Negatif,ahmet seni öldürürüm 
Negatif,seni öldürürüm 
Negatif,wryure şakaysa öldürürüm seni 
Negatif,önce binlerce insanın suçsuz yere hapis yatmasında payı olan bi göt dedi ben artık virüs yüzünden hapis hayatı yaşamak istemiyorum seni öldürürüm bebe 
Negatif,pikniğe gitmemiz lazım alkol komasına girersen seni öldürürüm 
Negatif,bk seninle bir gün sonunda ben seni öldürürüm öldürürüm geçirmeyelim bir gün 
Negatif,skfkskcjs öldürürüm seni 
Negatif,ben olup olmadık yerde birden seni öldürürüm diyorum karşılık öldüremezsin bi beş dakika öldürürüm öldüremezsin şeklinde devam ediyor 
Negatif,bak seni öldürürüm 
Negatif,erkekler boşanırsan seni öldürürüm diyorlar be pezevenk kadar seviyosan üzmeseydin kadını boşanmasaydın 
Negatif,ben senin kocanım düzgün konuşcaksın senin allah belanı versin beni dinleyeceksin öldürürüm bak kızım seni amın evladı sene öncesine kadar odada perde sen hangisini istersen onu alalım diyodun nikah basınca tapulu malın oldu am biti 
Negatif,seni öldürürüm cocuk 
Negatif,ayrılma benden öldürürüm seni 
Negatif,biraz lan öldürürüm seni 
Negatif,hince lan uyuz öldürürüm seni onuda yapmam la müdür hale düştüm allah belay vermiye 
Negatif,nanma eda öldürürüm seni 
Pozitif,seni varya ilgiye boğar öldürürüm henüz başındayız şımartmak istemiyorum 
Pozitif,erkekler boşanırsan seni öldürürüm diyorlar be pezevenk kadar seviyosan üzmeseydin kadını boşanmasaydın 
Negatif,bak öldürürüm seni sbzjzlxnzlzös 
Negatif,ersancoonery bir tetimin altına böyle bir yazarsan seni öldürürüm hasancım 
Negatif,elemanı telefondaki kızdırdıysa sinirden önce kendimi sonra seni öldürürüm dedi hahahasfg gazla yapar 
Negatif,seratı koruyup kolla öldürürüm seni 
Negatif,okurlarım bne okurlarım sana güldü öldürürüm seni okurlarım bana güldü öldürürüm seni 
Negatif,seni öldürürüm 
Negatif,seni boğarak öldürürüm 
Negatif,hilal canım boşuna psikoloji okumadın aralar psikolojim iyi değil önersin bana doğru yaz öldürürüm seni 
Negatif,kız öldürürüm seni napiyorsun 
Negatif,birine thanxxe oy verirsen seni öldürürüm diyebilirsiniz sizce ca englemek abartmıyor musunuz artık demek öldürmek olay gidiyor artık ra cist demelerini bile geçtim artık yaptığınızı bilmiyorsunuz aynı şeyi tekrarlıyorsunuz 
Negatif,futbolarena şte klavye erkeği ancak böle sosyal medyadan küfür eder amına koyduğumn oğlu seni ananı sike sike öldürürüm çocuk yüzüme karşı konuş 
Negatif,seni öldürürüm polatkan 
Negatif,lan salak piç öldürürüm seni he 
Negatif,alp amcamin teklifini kabul edersin seni burda öldürürüm 
Negatif,seni öldürürüm beni kaç kere öldürebilirsin vee adam yok olur gidr 
Negatif,tam uyumusum karsımdaki cocugun kavga sesiyle uyandım habire bak öldürürüm bağırıyo senin ben amınakoyim öldürmezsen ben öldürürüm seni cıkıp bağırdım cünkü disim ağrıyodu 
Negatif,sus öldürürüm seni 
Negatif,tatlı çocuksun arada tilt edion valla öldürürüm seni 
Negatif,şamar yiceksin şimdi baeış şampiyon olmazsa seni öldürürüm 
Negatif,kel sümeyra yapsana beni öldürürüm seni 
Negatif,seni bir öpersem gün kendimi kendi ellerimle öldürürüm 
Negatif,öldürürüm seni pic 
Negatif,kankimden özür dileme şeklim bana kızarsan seni öldürürüm 
Negatif,ulen öldürürüm seni ha 
Negatif,valla bla öldürürüm seni 
Negatif,kuzu yok tarlama dokanma bostanım ilk mahsullerini veriyor öldürürüm seni 
Pozitif,gün kadına çocuğa hayvana tecavüz haberi görmek zorunda mıyız medeni bir toplum falan değiliz apaçık orta 
Pozitif,çocuğa tecavüz edilen ensar vakfı nın yöneticisi ahmet yaramış atatürk ün kurduğu türk tarih kurumu başkanı yaparsan 
Negatif,bir sivil taciz tecavüz yapınca ülke tek ses bir üniformalı yapınca herkes sus pus cidden ahlaksızsınız 
Negatif,küçük kızları dağlara götürüp tecavüz eden sapık terör örgütü pkk ın satın aldığı siber köpekler kahraman türk askerine 
Pozitif,ülkede babalar kızlarına tecavüz edince sesiniz çıkmıyor hayvanlara çocuklara tecavüz edilince niceleri olun 
Negatif,tecavüz ihanet kahbelik arıyor iseniz kandile mahmura kelereş kampına gidin yakınlarınız orada 
Negatif,taga tivit atanların profiline girip bakın gündür yaşanan tecavüz olayları ilgili bişey göremezsiniz büyük yavşaksiniz 
Pozitif,aleni yapılmış bir tecavüz hakkında konuştuğum etmedik hakaret bırakmadılar üstelik içlerinde kadın olanlarda var 
Negatif,sokayım yapacağın işe 
Negatif,sokayım düzenine 
Negatif,adama onsuz bir hayat düşünemez oldum diyorum diyoki sen kendine yapılmasını istemediğin şeyleri ona yapmayıp menfaat bekliyorsun napim aq ağzına sıçayım hayatı dar edeyim boka trip atıp insan ilişkilerine çomak sokayım napayım 
Negatif,harbi sikicem seni he yorumdasın tamam amk gsli sensin sokayım küflü amcığına siktir git hadı orospu çocugu 
Negatif,fahişeden beter kız var buluyorlar tertemiz eliyüzü düzgün erkekleri kendilerince kapak atıyorlar bize piç serseri fırlama var bunlar denk geliyor şansımıza sokayım 
Negatif,hay sokayım barışınıza yeter lan kaç gündür aynı muhabbet son gündür kaç tane şehit verdik kadar konuşmadınız vlahi yazık böyle türk gençliğine tarih yazdı 
Negatif,yağlı kapısına sokayım onun ben 
Negatif,sokayım öyle amaca 
Negatif,senin çeviriye sokayım amk 
Negatif,regl öncesi döneme sokayım kaşımda sivilcenin işi 
Negatif,srdrdeger bunların düzenine sokayım 
Negatif,sitenin adresini versin allah gelip kadını bi komaya sokayım ben 
Negatif,mastürbasyon yapıcam sokayım yazın 
Negatif,cinsellikicerir bende senin amına sokayim bebeğim olmazmı 
Negatif,pıtığına sokayım sen gel yeterki 
Negatif,bunların düzenine sokayım 
Negatif,yaz mevsimine sokayım 
Negatif,kere enes batur diyen aklına sokayım seni seviyom 
Negatif,umudu yarında olanın aklına sokayım 
Negatif,kafana sokayım bir tane mantıklı shipin yok amk 
Negatif,evladına sokayım onun terörist zaman evlat oldu atcagınız baslıga sokayım sizin 
Negatif,bulentuslu bunların duruşuna sokayım 
Negatif,ben senin plastik beynine sokayım 
Negatif,demarkesports ananın kıllı amcığına sokayım kartları sikilmiş orospu evladı yallah falcaonun önüne yatın kskdkdkdkdkdkdldllskdldlcldlclclclclcşdşfcşğdxğ 
Negatif,sokayım boktan dünya düzenine 
Negatif,düşünsene sırf nedenini sorsun lafı sokayım günlerce elinde fenerle dolaşıyosun 
Negatif,normal doğum kadınları zorluyorsunuz allah belanızı versin normal doğum faşizminize sokayım olaya bak sezaryan var gerizekalı pislikler korku filmi olay yazık günah kadına 
Negatif,uzun lafın kısasına sokayım tükendik amk 
Negatif,hele haspama bak cemale sadece zararsiniz nisa cemalle kadar oy ti yasin yere paylasmadigi icin nankör sizin zihniyetinze sokayim evet herkes dogru insan bir tek nisa nankör sizsiniz nankör 
Negatif,umudu yarında olanın aklına sokayım yarın yok 
Negatif,cahil zihniyetinize sokayım tatile gidiyorsunuz kapri askılı gelişememişler 
Negatif,kayit ola bas diyen parmaklarimi kezzapa sokayim 
Negatif,hay ben senin adidas askina sokayim 
Negatif,amına kodumun aptal karısı sırada bekleyen insanlara kasiyere ayıp değil mi vicdanına soktuğumun bide kıza sitem ediyo seni müjdeyelen ebenin amına matkap sokayım emi 
Negatif,tefanikitap bunu hangi din soyluyor anlatsana bi kadin zaten degil mi isi bize kole olmak degil mi evin ucra koseleri tuvalet olur tuvalette namaz kilmak caiz degil orumcek beynine gelenekci kafana sokayim onun bunun coucugu 
Negatif,senın fikrine sokayım 
Pozitif,osmanlıda yetişen kemal fatihe yavuza kanuniye senelik imparatorluğa laf sokayım derken osmanlıdan yetişen 
Negatif,limon bitmiş çayı limonsuz içecem sokayım ben böyle güne 
Negatif,shelb thomss verdiğin örneğin konuyla hiçbir alakası yok kafana sokayim senin güvenlik zafiyeti diyor amcık git rus malzemesi al gör zafiyeti 
Negatif,vay sizin olmayan beyninize sokayım ajaoalalakaksjajwhehehah açmışsın oğlum dedi dışarda atistirdim dedim anne akakakakakaka ire bak 
Negatif,kimsiniz aq sokayım emrenize 
Negatif,önce markete girdim bir kadın kasap reyonundaki çalışan çocuğa bağırıyo ben bir profesörüm kadın çıktı gitti mevzuyu öğrendim at önce aldığı kıymanın içi kararmış sokayım senin profesörlüğüne 
Negatif,sallu kamara senim ayağını sokayım 
Negatif,olmayan beynine sokayım senin gün önce bilinmeyen yardımlar var bilir seni beynini kullanmaya davet ediyorum varsa 
Negatif,şansıma sokayım nternet hattı çekicek ekipte corona çıktı karantinaya almışlar ben harbi bahtımı skeyim 
Pozitif,herkes flörtüyle manitasıyla konuşuyo ben ancak instadan twet paylaşıp laf sokayım halbuki kimsenin okuduğu bile yok 
Negatif,muhafazakar hassasiyetlerinize sokayim aile dagiliyormusmus kadin istemiyorsa sdet goruyorsa evli mi kalsin orospu cocuklari 
Negatif,aptl herifler cembar shipliyorsa bize saldırıyorlardı yumruğumu ağızlarına sokayım illa 
Negatif,bazen yanlış bir karar alıyorum sonra allah bana onu anlamam işaret gönderiyor al gerizekali la gözüne mi sokayım der 
Negatif,hay matchmakingine sokayim blizz dün babasına laptop aldıran çocuk bugün takımımda işe başlıyor 
Negatif,bunların düzenine sokayım 
Negatif,aynı tepkiyi çocuk tecavüzcülerine çocuklarını küçük yaşta gelin yapanlara göstermiyorsunuz gerçi çocuk tecavüzü çocuk gelinler sizin normal eşcinsel evlilik ters değil mi zihniyetiniz diyorum sokayım nsanların hayatlarına karışmamayı öğreneceksiniz 
Negatif,sizin beyninize sokayım 
Negatif,adaletinize sokayım 
Negatif,hay kalbine sokayim 
Negatif,sokayim arasina 
Negatif,sahtekarlığı nu yemedik senin karakterine sokayım 
Negatif,gotune sokayim 
Negatif,siktirin gidin chp zam teklifi yaptı ak parti mhp sayesinde oldu editörün beynine sokayım 
Negatif,ciğeri beş para etmez egolarıyla hükmedenlerin hükümlerine sokayım 
Negatif,hay sokayım survivorınıza 
Negatif,ulan kepçe kulaklı kiloluk hobbit senin havana sokayım 
Negatif,yakalandım demek ah jack uygulamana sokayım akekekwkmwmsnsm 
Negatif,kader doğduğumda sıkmış zaten bir ayağıma düzene eşlik etmedim sokayım kurallarına 
Negatif,tribini amına sokayım 
Negatif,ben geleyim cm sokayim icine 
Negatif,günaydin bariş tweeti atanlar kafanıza sokayım 
Negatif,sfkgzmn haber anlayışınıza sokayım 
Negatif,hay sokayım 
Negatif,sarisineda gel canım sntimliyi sokayim 
Negatif,abi hangisine sokayım herbirine ayri ayri girip cikmış artik sebep neyse 
Negatif,yapacağınız güncellemeye sokayım 
Negatif,hurda ferrari sizin yapacağınız arabaya sokayım 
Negatif,birader olmayan yalan samimiyetinize sokayım 
Negatif,annem senin ahlak bekçisimi oldun oy oy sokayım senin beynine oy oy 
Negatif,geyiklerin değil sizin nesliniz tükenir inşallah zihniyetinize sokayım 
Negatif,yok başımı belaya sokayım bütün akrabalar üşüşür 
Negatif,imdat varsın istesinler çeşmeyi bodrumu senden vazgeçene sokayım hortumu cirpici 
Negatif,maç kala yaptığı işe bak pzvngin harbiden sol ayağına sokayım victor umarım işin son dk mahvolur aydınlanma geç geldi 
Negatif,kusura bakma senin ben ta karakterine sokayım 
Negatif,senin nickine sokayim bennutlan 
Negatif,sicak pezevenk cigerim borttu 
Negatif,şaka başlık parası isteyen aileler varmış kız demiyo baba ben oruspu muyum sen pezevenk misin bizim olayimiz 
Negatif,kadın sana bakmaz sesimin tavsiyesini dinle derim saygıdeğer karşı bank altın kolyeli bir pezevenk gerek sana bakm 
Negatif,onun bir pezevenk olduğunu sadede benim bilmem 
Negatif,yalancı pezevenk 
Negatif,alsana tacizciz pezevenk alsana çocuk istismarcısı kendini bilmez hadsiz bunlara die ses çıkarmadınız olayı bilmeden bi uzmn istismarçı die iftira atıyon 
Negatif,kaç yaşında insansın oğlun yaşındayım pezevenk içime düşseydin bakışını sikeyim 
Negatif,darbeyi destekliyorum diyemiyor tiyatro diyor pezevenk 
Negatif,anil simseks terk ediyorum pezevenk serefsiz 
Negatif,namussuz şerefsiz alçak pezevenk onun bunun çocuklarının yazdığı oda tv indirimi ln 
Negatif,pezevenk başka yiyecek bir bulamadın yarasa nedir halimize bak halimize 
Negatif,senin şerefini sikeyim onursuz namussuz pezevenk 
Negatif,pezevenk şerefsiz zeko taşeron ibne zeko 
Negatif,paran var gezi yorsun pezevenk vi deoda tane ülke var sinif ni mi hoplattin yi 
