Tip,Paylaşım
Negatif,izleme zaman dalyrak 
Pozitif,ırk halkların afyonudur ırk bir yok türkü kürdü farklı coğrafyalarda yaşıyan insanlar insanları ayıranları sevmiyor 
Pozitif,zaman sosyalleşelim desek başımıza bi bela geliyor 
Negatif,bluntzombies vioyu tekrar sikem haha 
Negatif,kes sesini bücür 
Pozitif,abi barışın çocuğu olsa çağrıya benzermiş resmen yan yana durmuşlar asla sırıtmadı güzeller maşlah 
Negatif,bunlar fizikler allah kahretsin artık cden yeter 
Pozitif,geceki etkinlik konuğum şiwan perver favla sana uygun bir şarkıtürkü göndereyim 
Pozitif,bugün eşimle tl görüşm vard sesi zor çıkıyordu belinn ayaklarının ağrısındn zor konuşuyrdu 
Negatif,duzenlı bı sekılde psıkolojık ıskence edeceksın adıye kendı ıpını kendı asacak 
Pozitif,kaşar peyniri kilosu lira olmuş 
Negatif,duygularınızı söylemekten çekinmeyin orospu çocukluğu yapıp canımı sıkmayın 
Negatif,ücretli show yapıyorum sadece sanal show numaram porno sikiş porn türbanlı sik liseli çıtır azdım türkçe ifşa türk porno sikişmek boşalmak sohbet cinsellik azdım seksi sanalseks görüntülü sanal sex sakso cam 
Negatif,genel olarak bakıyorum kadınların ının gerçekten siyaset yapmaması lazım kadar andaval olunur 
Negatif,orospular beni germeyin orospular 
Pozitif,yenildim dünyanın aşifte yüzünü 
Pozitif,ömrümüzun baharını recep tayyip erdoğan bir liderle yeniden büyük türkiyeyi kurmak verilen kavganın tam ortasında harcadım 
Pozitif,hatta söyle bisey var suan evli iken eşini aldtığı icin esi kalkıp adamı oldurse hakdir zaman kadın kendi namusunu temizlemiş olur durumda sonucta adam haketti evli iken dinimize aykırı zina yaptı kimse bunu sormuyor 
Negatif,dm açık ensest gavat cuckold anında yorum sohbet acele edin 
Pozitif,benim başıma öyle bir gelmişti neyse yoldan bir amca fark edip arabayla beni evime bırakmıştı allah razı olsun vla 
Pozitif,aq duygu ozaslan barolar bolundu gun once 
Negatif,sizin önemli değil tabii fırıldak dönüyorsunuz sonuçta 
Pozitif,slayers ta organize olduğumuz organize olursak anket kaybetme olasılığımız düşük 
Negatif,sayfasını bıraz arastırınca gs sevdalısı çıkıyor bunlar herkesi kendileri şerefiz sanarlar 
Negatif,sıktır git koyduğum 
Negatif,bi tane aklı başında adam yok dalyarak var onlar mesaj atıyo 
Pozitif,rabbim ylarda olanların evsizlerin fakir fukara nın yardımcısı olsun 
Negatif,duygu özaslan iğrenç birisin kilolarınla alakalı değil 
Pozitif,egenin kara incisi manisada belediyeden beklentim şehir meydanına yerden görünecek kadar büyük sıcaktan ölen sayacı dikilmesidir iyi günler 
Pozitif,asıl popülerlerliğini beste güfte israfı saçma sapan şarkı sözlerinden kazanmış birinin klip şarkıları vakti zamanında yasaklansaymış keşke gün kadar tanınmış olmazdı 
Pozitif,şehzade mustafanın ölümünde ağladı 
Negatif,şerefsi zi ni al defol 
Pozitif,normal mi ayrıldınız aldatmalı 
Negatif,azönce ibne ye liralik yemek aldım ben hayatım boyunca liralık bi yemek yemedim valla tebrik ediyorum 
Negatif,ben senin seksüel alt iğneliyici espiri anlayışına sokam 
Negatif,kiz dortlu arasinda babasi dahil masumu twitterda hain kancik demek yerine kadar cok eysan dediler odaklanamiyorum djsakdndknf 
Negatif,izmir dışına çıkmam dokundu galiba hanımefendi sen benden çıkacakları ahirette sahiplenecek sin haberin vamı cüce 
Pozitif,polemik yaratıp planlı programlı tartışmaları gündeme gelip spnra gururla bunu paylaşanlar ektedir 
Negatif,ohh müthiş amcık 
Negatif,kıskançlık krizine giren adam evli he bi öldürme hakkı mi veriyor aq anlamadım den falan mi geliyo 
Negatif,getir getir sikeriz getir 
Negatif,selam hayatım anal oral oldu bitti yok sevgili tadında ödeme elden 
Negatif,piçe bak erik ağacına dalıyor pezevenk 
Pozitif,etik olmayan davranışları ünlü bir diyetisyen yaptığında tepki verilmesi dışlanması gerekirken kongrelere sempozyumlara resmen onur konuğu olarak davet edilip bütün salonca alkışlanıyor fotoğraf çekme kuyruğu oluşturuluyor 
Pozitif,bizde ben geliyordum öyle xgocphhc 
Negatif,sokim ceksemde atmam aq 
Pozitif,bb beyoğlu nda tartıştığı vatandaşa cinsel organını gösteren taksi şoförünün çalışma iznini iptal edip taksiyi trafikten men ti 
Pozitif,anacağiz öfkeyle andikça nleneceği yansa seferi nde canimiz zerresi kadar ezmezsek soysuzuz 
Negatif,okan seni siker bicerim gotveren hain pezevenk 
Pozitif,ciddi cdi fatih terim kupasız kapattı sezonu 
Negatif,tip sizim insanım amına koyam 
Negatif,bune olum dizayn yapacagın gönderiye sokam 
Negatif,bir şizofren yasofya mii mera karşısında namaz kılamam demiş öteki gün kılarım demiş 
Negatif,evet yapar şerefiz hazan inanır ona 
Negatif,senin ağzına sıçarım git burdann 
Negatif,eski telsimci nin kucağında şöhret olduğunu biliyoruz 
Negatif,yandaş yalaka yavşak bir tarafa 
Pozitif,hanım müslüman olmadığı olanlara saygısıda yok 
Pozitif,kendi ellerinle tiğin bir insanı gitti suçlayamazsın 
Pozitif,yeşim salkım terbiyesiz diyorlar cem uzan la alakası var 
Negatif,oldu lan sana girdi çıktı hani aşifte mengü diyordu zu düşünün mille 
Negatif,kızlar sakallı esmer tipsiz bize göre yakışıklı göbekli kıro vb erkekleri çekici buluyoruz sadece bi soru 
Pozitif,maalesef meslektaşlarımızın hastalanmaya devam tiklerini biliyoruz 
Negatif,acarlar merak etme sende güzel amcik varken 
Negatif,vay kalitesine sokim 
Negatif,ulan gerzek baro başkanı olunca oluyor efendi efendi kimliğini gösterse poliste teşekkür eder gönderirdi alkole gelince çatlayana kadar içebilir bize göre mahzuru yok iki duble içince kendini ülkenin sahibi sanan kıytırık baro başkanını polis alır nokta 
Pozitif,üşenmeden saydım arkadaşlar bi takipcim gün içinde den fazla twit atmış götürü almış mübarek 
Negatif,melih götlek çalmış 
Pozitif,survivor parkurundan sonra exatlon parkuru gözümüzü gönlümüzü açtı 
Negatif,ruh hastası cıbılıyetsız olan sen sın mesele vatan olunca gerisi teferrutir size birakalimda peşkeşmi cekseydi 
Pozitif,yapılır bize seni devlet başkanı yapacaktık 
Pozitif,yandaş olmadan önce sevmezdim programlarını izlemiyorum başkasının fikrini alıp para kazanan orijinal bir fikri olmayan sıradan 
Pozitif,eger gercekleri biliyorsaniz insanlarin iki yüzlülüklerine gülüp gecebilirsiniz 
Pozitif,insan gerçekten gerçek bir sorunu olduğunda kimseyle konuşmak istemiyormuş 
Negatif,sema sürekli dışarda böyle değil diyolar sayın andaval yorumcular kimse oradaki değil zaten 
Pozitif,bodrum satılan liralık döner liralık pideyle ilgili bodrum belediye başkanı aras bir dönere lira verilmez dedi 
Pozitif,kadınlar öldürülüp sapık haberleri kulağımızı tırmalarken böyle insanlarla aynı dünyada yaşadığım aynı havayı soluduğum hicap duyuyorum 
Pozitif,sınava çalışmak yerine evde mezuniyet elbisemi giyip kafamın üzerine kitap koyarak abimin karşısında yürüyüş deneme 
Negatif,göt veren 
Pozitif,yıllık yapı adını koymak istiyorsunuz olmaz şeklini değiştiremezsiniz bir kere kom 
Pozitif,danada pilic olmazki hahahahahahahahahahah 
Pozitif,sultan beyazıt bir yerde kadar cami varsa kadar riya vardır dermiş din tüccarlığının işe yaradığını bilen bir devlet adamının sözüdür asla yabana atılmamalıdır 
Negatif,askere vuran elleriniz ayaklarınız felç olurda ömrünüz boyunca sürünür acılar içinde can çekişerek geberirsiniz 
Pozitif,hakja kime cevap vermiştin 
Pozitif,huzur inceden yağan yağmurun sesidir ahmak islatan cinsinden 
Pozitif,yerimi işaretlemek üstten sayfaları katlarım cümleleri çizerim kalemim yoksa atan katlar işaretlerim 
Pozitif,ağlıyorum gülüyor musun 
Negatif,ahlaksız ağzın boğazın kanalizasyon demet akalın ın sicilini konuşmaya gerek yok sizin aşağılık ağzı bozuk yaratıklar varken 
Pozitif,sanatın hiçbir biçimi tek başına dünyayı değiştiremez dünyayı değiştirme mücadelesi sanat olmadan verilemez 
Negatif,amk salak yapay zekası 
Pozitif,dön gel dön gel 
Pozitif,sen benim hayatımın anlamı mısın 
Negatif,sokuk sokuk işler yapma lan 
Pozitif,muhakkak dil güzeldir senin bende yerin ayrıdır 
Negatif,süzme dangalak 
Negatif,allah ın din tcarları sizi bir insana iftira atmanın kul hakkı olduğunu bilip yine ona bunu yaftalayan kılıksız karaktersizleri lah sizin belanızı versin 
Negatif,lutfen artik su sosyal medyada olmadiginiz davranmayin cok embesil duruyosunuz 
Pozitif,ayyaş deli biride pislik sürtük rahat durmazlar bebeğe bir olmasın 
Negatif,konuşarak laf anlatamadiğim yaparsam yapayim andaval andaval bakan bağnaz kapali düz boş amk çocuklarini sevmiyorum 
Negatif,türkiye nin bölgede büyük düşmani kancık yönetimidir suriye irak yemen lübnan azerbaycan dahil karisikli 
Negatif,şeytan serbest bırakılır yaa 
Pozitif,birisi çıkmış böyle bir tag açma gereği duymuş 
Pozitif,tebrikler neslihan tebrikler burak oyunculugunuzu dunyaya kanitladiniz 
Pozitif,halkımız salak değil 
Negatif,seni işkence çektire çektire öldürmek lazım 
Negatif,inşallah bebeğin karnında ölür 
Pozitif,minik yavru twitin altına tagı kullanabilirsiniz 
Pozitif,sabah makyaj yaptığımı unutarak öğlen aynaya baktığımda şaşıran olarak unutkanlık seviyemi zorluyorum bugün 
Pozitif,bugünkü bölüm bir harika dostum mutluyum nine yine destek kötü kötüyü seviyor zamanki 
Negatif,adamlar para verip seni satın alıp sikebiliyosa bizde paramızla istediğimiz şeyi satın alıp istediğimizi yaparız tıpkı senin yaptığın cahil kadın 
Negatif,pankarttaki yukarı kalka yumruk bunların mal olduğunu göseiyor zaten rusların ngiliz köpeklerin ülkeyi istilasında bıraktığı tohumları 
Negatif,pornocu olmuş 
Negatif,götlek yunanca konuştum suriyeli sandılar demiş yunanca konuşmayacaksın am milli güvenlik dersi almadın yunan ırkı türk ırkının düşmanıdır düşmanların dleri istihbarat faaliyetleri sızma operasyonları içindir amk malı 
Pozitif,düğün var mutlu olan var allah aşkına kafasını patlatcam 
Pozitif,günlerden bugünlere abd maske karşıtları gösteriler yapıyor başka yerlerde maskesiz survivor partileri yapılıyor ceza falan almıyorlar ha bir yıl önce maskenin önemi kesinken zamanda kurumlar bunu salgından aylar sonra fark ediyor 
Negatif,amcık sensin yarrak barış manço şarkısı gayet iyidir 
Negatif,kendi çocukları avrupada lüks içinde yaşarken namuslu masum kürt evlatlarına dağda bağda tecavüz ediyorlar haysiyetsizler bir kürt olarak diyorum hiçbir zaman hdpkk benim temsilcim olmadı olmayacak 
Pozitif,yiye güzele dair varsa yakıp yıkıyorlar 
Pozitif,yıllık memurlar kurumlarında bilgisayar klanmamışlar 
Pozitif,sizin gibilerin varlığı insanlığın iyi bir geleceği olacağına dair umutlarımı azaltıyor 
Pozitif,milli eğitim bakanı selçuk verilere bakarız ağustosun sonundaki eylülün başındaki tabloya göre hareket ederiz denilirse bir süre açmayın uzaktan eğitime devam edin devam ederiz sorun yok 
Pozitif,kanuni nin öz oğlunu öldürdüğünü yıl sonra bir filmden öğrenen kitleye ülkenin fabrikalarının arazilerinin talan edildiğini anlatmaya çalışıyoruzama onlar ayasofya namaz kılıp nex filiz ahlakdızdır diyorlar 
Negatif,görmedüm mihrin baka gördüm fen rın sikem fen nun mürüvvet serd rın sikem 
Negatif,farklı bir söyleyecem gündem olucam saçmaladıkça saçmalıyor şabalak 
Negatif,finansal kolem olsa keske sugar daddy gerçek olanlardan kendimi iyi hsederdim sırtımı yaslardim onlara yalan yok zavallı ezik biriyim zaten 
Pozitif,camide ibadet dünya nimetlerini unutup ahir dünya allah sevgisi ilgilenmekdir 
Pozitif,evet gardaş haklısın 
Pozitif,sürekli konuşuyoruz sürekli anlatiyoruz bir değişmiyor öylesine cehalet dolu ülkede yaşıyoruz adam evliymiş adam evli farkına varın evli adamın işi var başka bir kadınla sorgulanması gerekirken kendini savunamayacak olan sorgulanıyor 
Negatif,bir icloud aq abshsgsvsgvsv adam pornocu cıktı absbsb 
Pozitif,harezm eğitim modelimiz türkiye birincisi oldu hayırlı olmasını diliyorum 
Negatif,gizliliğe önem veren bayanlar dm sex porno sikiş sanal dul porno türbanlı seks fşa sikişmek gizli sakso azdım masaj yaşlı boşalma göt meme am sik yarrak gizli seksi sakso azdım sakarya 
Negatif,koyam 
Negatif,haklısın ahmet sen düz orospu çocuğusun 
Pozitif,sırf şerefsizin bulunması lütfen paylaşalım 
Negatif,harbi harbi perinçekçiler kadar dönek tayfa görmedim ömrü hayatımda yav hız bahçelici reisci oldular bir anda şoktayim 
Pozitif,yarın sinema salonuna böyle gireceğim 
Pozitif,çocuk gelin pedofili sayısı tavan yapmış durumda 
Pozitif,hayırlı akşamlar 
Negatif,sana noluyo orospu evladı kürt terörist bizim ülkemiz sizinmi amk cocukları 
Pozitif,mardin sakatlar derneği başkanı sayın hasan anuk il müdürümüz sayın hüsnü bengin efetürk hayırlı olsun ziyaretinde bulund 
Pozitif,zaman kendini salak hissedersen benim arkadaslarimin kafalarini akasya duragi karakterlerine soplayip soundtrackini kendim soyledigim akasya duragi intromu dusun kendini salak hset tl atesleyene videosunu salarim 
Negatif,sabah beri bela okuyorum inşallah boşa gitmez geber aşifte 
Negatif,onun bunun cocugu seninkine coktan girdi hemde soguk tarafindan biraz atesini söndürdü göt veren 
Negatif,babanınn düşmanına sıçayım 
Negatif,fırıldak dönen karaktersiz insancıklar 
Pozitif,rimel sürerkenmakyaj yaparken gösterdiğim ciddiyeti hayata gösterseydim şimdi başka noktadaydımnet 
Negatif,şişko yanaklarınız kimin umrunda 
Pozitif,kimlikli islamcı maskeli kripto siyonistler ayasofya nın cami yapılmasıyla bayram ediyor böylece 
Pozitif,kız danlaa acilen beyaz showa çıkan kız makyajı bekliyoruz 
Negatif,aynen puşt 
Pozitif,komünistlerden solculardan demokratlardan milliyetçilerden sonra liberal slamcılar zamanla mlaların hedefi oldu 
Pozitif,dünyada rahat yaşamak aptal olmalı bunu bileydim ilkin gençliğimde aptal arasına katılırdım 
Pozitif,tipsiz çıktığım fotoları tatlı buluyorum illa iyiyim dgdhfjf 
Pozitif,artık bol bol dizifilm izlemek geç saatlere kadar kitap okumak rahat rahat çıkıp gezmek yeni hobiler edinmek 
Negatif,tweter in başındaki pislik kaç hesap kapatacaksın bakalım ben hesap açmaktan vazgeçmeyeceğim 
Pozitif,icimde bir sevecen cocuk birde seytani taraf besliyorum ayik ol bir tarafim severken bir yanlista diger tarafim seni sikebilir 
Negatif,aptal ilk önce barış şampiyon diyenler like yazdı sonra kadar beğeni alınca cemale döndürdü işiniz hile hurda 
Negatif,gelen bildirime bak siktir git lan 
Negatif,yaşattığınızı yaşamadan ölmeyin inşlah 
Negatif,bunu evdeki aldatıyordur 
Negatif,boş boş konuşma lan hırbo dayanarak yalaka ilan ediyon 
Pozitif,valla isterim 
Negatif,sen kafana takıyorsun takıyorum kardeşim kafam büyük detaycıyım bokum püsürüm sana 
Negatif,sahip kiranrt aşağılık kancık 
Negatif,senin götünü sikeriz aslan uza 
Negatif,agzimi sikem 
Negatif,kaşar kadınlar tecavüzü tacizi hakeder buna davetiye çıkarır 
Pozitif,balayı tatilimizn son gününe bıraktık güzel eğlenerek gidelim son günümüz sadece yol git gelle geçti 
Pozitif,günlük su faturamı takdimimdir stanbulu ekrem beye verenlerden hanginiz ödemek istersiniz 
Negatif,hocaya tam olarak bi orospu çocuğu olduğunu kibar bi dilde mail atabilirim 
Pozitif,göksel gümüşdağın ts ye yaptığı operasyonların hesabının sorulması önerge veriliyor tahmin edin hangi partinin trabzon milletvekili 
Pozitif,modern monarsi bir kavram var mi bilmiyorum ben salladim 
Negatif,yaşlanıyorsun sn zındık 
Pozitif,milletimizin kalbinde yaşayan demokrasi şehidimiz adnan menderes in adını taşıyan izmir havalimanımız bugün hizmet 
Pozitif,çeyrek altın tl olmuş lütfen bütçemizi sarsmayacak aralıklarla evlenin biraz tanıyın birbirinizi 
Pozitif,mor ötesi mutlu olamam derken mutlu olamam demek istemiş yoksa bundan mutlu olmamam 
Negatif,allah kahretsin 
Pozitif,kedi köpek sevmeyen birisinin herhangi bir insanı sevebileceğini pek sanmıyorum 
Negatif,spam atam bi büyüklerine laf yetiştirmesin atmık 
Negatif,aşağılık mahlukat seni terbiyesiz 
Pozitif,survivor ödül oyunu gönüllüler kazandı tbrklr gönlüler 
Pozitif,yazık günah gencecik kız nelerden feragat ediyor kimbilir zaten maddi manevi yeterince yıpratıcı bi sorumluluk altındayız 
Pozitif,canım oğlum artık robert kolej öğrencisi hayırlı olsun zor bir lgs yılıydı yılı güzel okulda geçecek alper çalıştı emek verdi şükür emeklerinin karşılığını aldı harika okulda okuyacak allah mezuniyetini görmeyi nasip etsin inşlah 
Pozitif,onun bunun bilmem kimin fedaisi olacağınıza bi kendiniz olun görelim bilelim tanıyalım kimsin necisin be bilirsin söylersin önce bi hele açmısın ekmeen köşesine peynir koyam yersin 
